subject,feature type,measurements,value
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,random forest,recall,0.976076555
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,random forest,F-measure,0.976056773
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,random forest,AUC,0.996146789
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,random forest,error,0.014354067
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,J48,precision,0.867831159
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,J48,recall,0.822966507
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,J48,F-measure,0.815717355
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,J48,AUC,0.957752294
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,J48,error,0.177033493
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,naive bayers,precision,0.271994689
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,naive bayers,recall,0.5215311
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,naive bayers,F-measure,0.35752761
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,naive bayers,AUC,0.341651376
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,naive bayers,error,0.4784689
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,SVM,precision,0.820574163
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,SVM,recall,0.71291866
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,SVM,F-measure,0.691534315
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,SVM,AUC,0.724770642
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\evo-inflector.arff,SVM,error,0.28708134
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,random forest,precision,0.984322758
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,random forest,recall,0.977427742
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,random forest,F-measure,0.979431128
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,random forest,AUC,0.988828315
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,random forest,error,0.020989562
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,J48,precision,0.983267294
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,J48,recall,0.979424954
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,J48,F-measure,0.980682974
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,J48,AUC,0.958532762
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,J48,error,0.013415232
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,naive bayers,precision,0.899540373
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,naive bayers,recall,0.648189321
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,naive bayers,F-measure,0.751042072
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,naive bayers,AUC,0.379862668
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,naive bayers,error,0.271620756
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,SVM,precision,0.957542044
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,SVM,recall,0.286543317
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,SVM,F-measure,0.390442515
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,SVM,AUC,0.626405936
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\ews-java-api.arff,SVM,error,0.713456683
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,random forest,precision,0.964548028
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,random forest,recall,0.962711864
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,random forest,F-measure,0.962472466
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,random forest,AUC,0.96947314
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,random forest,error,0.033898305
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,J48,precision,0.908211428
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,J48,recall,0.905932203
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,J48,F-measure,0.906270432
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,J48,AUC,0.890967105
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,J48,error,0.029661017
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,naive bayers,precision,0.755384769
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,naive bayers,recall,0.568644068
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,naive bayers,F-measure,0.517639383
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,naive bayers,AUC,0.533049316
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,naive bayers,error,0.41440678
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,SVM,precision,0.771087182
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,SVM,recall,0.619491525
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,SVM,F-measure,0.512900534
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,SVM,AUC,0.552788845
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\exp4j.arff,SVM,error,0.380508475
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,random forest,precision,0.970324781
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,random forest,recall,0.962479608
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,random forest,F-measure,0.964250561
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,random forest,AUC,0.984637909
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,random forest,error,0.037520392
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,J48,precision,0.867586663
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,J48,recall,0.644371941
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,J48,F-measure,0.697850892
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,J48,AUC,0.872361348
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,J48,error,0.319738989
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,naive bayers,precision,0.736292776
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,naive bayers,recall,0.858075041
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,naive bayers,F-measure,0.792532873
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,naive bayers,AUC,0.695216555
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,naive bayers,error,0.141924959
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,SVM,precision,0.020142694
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,SVM,recall,0.141924959
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,SVM,F-measure,0.03527849
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,SVM,AUC,0.5
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\expiringmap.arff,SVM,error,0.858075041
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,random forest,precision,0.986778361
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,random forest,recall,0.979763912
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,random forest,F-measure,0.982046833
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,random forest,AUC,0.990690987
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,random forest,error,0.016863406
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,J48,precision,0.979891083
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,J48,recall,0.978077572
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,J48,F-measure,0.978879431
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,J48,AUC,0.919976112
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,J48,error,0.004496908
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,naive bayers,precision,0.94567152
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,naive bayers,recall,0.972456436
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,naive bayers,F-measure,0.958876965
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,naive bayers,AUC,0.594636959
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,naive bayers,error,0.027543564
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,SVM,precision,0.971189626
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,SVM,recall,0.748735245
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,SVM,F-measure,0.833193375
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,SVM,AUC,0.821233927
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\fastweixin.arff,SVM,error,0.24564362
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,random forest,precision,0.886396152
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,random forest,recall,0.883458647
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,random forest,F-measure,0.884915811
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,random forest,AUC,0.629480287
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,random forest,error,0.003759398
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,J48,precision,0.904832624
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,J48,recall,0.804511278
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,J48,F-measure,0.844793803
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,J48,AUC,0.587701613
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,J48,error,0.127819549
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,naive bayers,precision,0.004579117
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,naive bayers,recall,0.067669173
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,naive bayers,F-measure,0.008577782
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,naive bayers,AUC,0.770497312
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,naive bayers,error,0.932330827
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,SVM,precision,0.943495101
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,SVM,recall,0.939849624
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,SVM,F-measure,0.916729323
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,SVM,AUC,0.555555556
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\flip-tables.arff,SVM,error,0.060150376
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,random forest,precision,0.894255374
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,random forest,recall,0.874375446
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,random forest,F-measure,0.871663802
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,random forest,AUC,0.899058526
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,random forest,error,0.115631692
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,J48,precision,0.831578233
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,J48,recall,0.827980014
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,J48,F-measure,0.826647896
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,J48,AUC,0.833780161
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,J48,error,0.060670949
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,naive bayers,precision,0.21857794
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,naive bayers,recall,0.467523198
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,naive bayers,F-measure,0.297886862
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,naive bayers,AUC,0.428914516
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,naive bayers,error,0.532476802
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,SVM,precision,0.787897358
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,SVM,recall,0.737330478
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,SVM,F-measure,0.719653899
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,SVM,AUC,0.721970612
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gdx-artemis.arff,SVM,error,0.218415418
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,random forest,precision,0.862357792
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,random forest,recall,0.782810685
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,random forest,F-measure,0.79040614
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,random forest,AUC,0.869644756
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,random forest,error,0.203252033
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,J48,precision,0.822355677
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,J48,recall,0.773519164
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,J48,F-measure,0.781358547
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,J48,AUC,0.798746013
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,J48,error,0.147502904
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,naive bayers,precision,0.469567165
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,naive bayers,recall,0.68524971
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,naive bayers,F-measure,0.557267166
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,naive bayers,AUC,0.608052411
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,naive bayers,error,0.31475029
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,SVM,precision,0.847634065
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,SVM,recall,0.711962834
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,SVM,F-measure,0.718990861
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,SVM,AUC,0.788832948
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\gelfj.arff,SVM,error,0.285714286
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,random forest,precision,0.924095189
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,random forest,recall,0.916299559
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,random forest,F-measure,0.906110516
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,random forest,AUC,0.93951094
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,random forest,error,0.083700441
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,J48,precision,0.859166195
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,J48,recall,0.850220264
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,J48,F-measure,0.853978474
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,J48,AUC,0.783526384
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,J48,error,0.026431718
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,naive bayers,precision,0.03423315
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,naive bayers,recall,0.185022026
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,naive bayers,F-measure,0.057776395
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,naive bayers,AUC,0.646460746
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,naive bayers,error,0.814977974
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,SVM,precision,0.924095189
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,SVM,recall,0.916299559
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,SVM,F-measure,0.906110516
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,SVM,AUC,0.773809524
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\GenericTree.arff,SVM,error,0.083700441
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,random forest,precision,0.884138334
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,random forest,recall,0.881818182
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,random forest,F-measure,0.874537227
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,random forest,AUC,0.852356771
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,random forest,error,0.081818182
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,J48,precision,0.858434211
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,J48,recall,0.852272727
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,J48,F-measure,0.854536629
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,J48,AUC,0.849661458
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,J48,error,0.029545455
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,naive bayers,precision,0.805755396
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,naive bayers,recall,0.325
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,naive bayers,F-measure,0.219424402
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,naive bayers,AUC,0.844765625
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,naive bayers,error,0.675
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,SVM,precision,0.870997897
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,SVM,recall,0.843181818
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,SVM,F-measure,0.819173848
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,SVM,AUC,0.7125
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geo.arff,SVM,error,0.156818182
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geocluster-facet.arff,random forest,precision,0.918635764
D:\experimental data\ISSTA2016_PMT\AAAAADataForISSTA\test_9ASE\AICE_arffs\geocluster-facet.arff,random forest,recall,0.902298851
